@relation adult.data

@attribute age numeric
@attribute workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute education-num numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute class {' <=50K',' >50K'}

@data
24,' Private',276851,' HS-grad',9,' Divorced',' Protective-serv',' Own-child',' White',' Female',0,1762,40,' United-States',' <=50K'
24,' Private',236696,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
25,' Private',220098,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
34,' Private',227689,' Assoc-voc',11,' Divorced',' Tech-support',' Not-in-family',' White',' Female',0,0,64,' United-States',' <=50K'
43,' Private',117627,' Some-college',10,' Divorced',' Exec-managerial',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
30,' Private',488720,' Assoc-voc',11,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
58,' Local-gov',283635,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
34,' Private',103651,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
31,' Private',217962,' 12th',8,' Never-married',' Handlers-cleaners',' Not-in-family',' Black',' Male',0,0,40,' ?',' <=50K'
24,' ?',267955,' 9th',5,' Never-married',' ?',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
20,' Private',151105,' Assoc-acdm',12,' Never-married',' Sales',' Own-child',' White',' Female',0,0,25,' United-States',' <=50K'
37,' Private',215392,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
29,' Private',187073,' Bachelors',13,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Private',201127,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
43,' Private',184099,' Assoc-acdm',12,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',222654,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
44,' Private',222978,' HS-grad',9,' Divorced',' Sales',' Not-in-family',' White',' Female',0,1504,40,' United-States',' <=50K'
37,' Private',184964,' Masters',14,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,45,' United-States',' >50K'
42,' Self-emp-inc',23510,' Masters',14,' Divorced',' Exec-managerial',' Unmarried',' Asian-Pac-Islander',' Male',0,2201,60,' India',' >50K'
54,' Private',98535,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
40,' Private',135056,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
20,' Private',210781,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
65,' Private',207281,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,16,' United-States',' <=50K'
47,' Self-emp-inc',101926,' Bachelors',13,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,70,' United-States',' >50K'
42,' State-gov',160369,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
32,' Self-emp-not-inc',70985,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',4064,0,40,' United-States',' <=50K'
56,' Self-emp-not-inc',62539,' 11th',7,' Widowed',' Other-service',' Unmarried',' White',' Female',0,0,65,' Greece',' >50K'
69,' Local-gov',286983,' Some-college',10,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',244566,' 10th',6,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Local-gov',337768,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
33,' ?',202498,' 7th-8th',4,' Separated',' ?',' Not-in-family',' White',' Male',0,0,40,' Guatemala',' <=50K'
25,' Local-gov',169905,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Private',312667,' 9th',5,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
43,' Private',128212,' 5th-6th',3,' Married-civ-spouse',' Machine-op-inspct',' Wife',' Asian-Pac-Islander',' Female',0,0,40,' Vietnam',' >50K'
44,' Local-gov',387770,' Some-college',10,' Widowed',' Adm-clerical',' Unmarried',' White',' Female',0,0,15,' United-States',' <=50K'
19,' Private',164395,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,25,' United-States',' <=50K'
21,' Private',455361,' 9th',5,' Never-married',' Other-service',' Unmarried',' White',' Male',0,0,35,' Mexico',' <=50K'
43,' Private',91209,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
48,' ?',266337,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
49,' Private',137192,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' Asian-Pac-Islander',' Male',0,1977,50,' South',' >50K'
17,' Private',317681,' 11th',7,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,10,' United-States',' <=50K'
23,' Private',315877,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
33,' State-gov',357691,' Masters',14,' Married-civ-spouse',' Protective-serv',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
40,' Private',146659,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
34,' Private',24529,' HS-grad',9,' Widowed',' Adm-clerical',' Unmarried',' White',' Male',0,0,15,' United-States',' <=50K'
18,' Private',205894,' 11th',7,' Never-married',' Sales',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
63,' Local-gov',168656,' Bachelors',13,' Divorced',' Craft-repair',' Not-in-family',' Black',' Male',0,0,35,' Outlying-US(Guam-USVI-etc)',' <=50K'
35,' Private',54595,' 10th',6,' Widowed',' Other-service',' Not-in-family',' Black',' Female',0,1980,40,' United-States',' <=50K'
26,' Private',201481,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
36,' Private',185325,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,37,' United-States',' <=50K'
53,' State-gov',246820,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
67,' ?',190340,' 11th',7,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',351952,' Some-college',10,' Never-married',' Prof-specialty',' Unmarried',' White',' Female',0,0,20,' United-States',' <=50K'
25,' Private',297154,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',2407,0,40,' United-States',' <=50K'
30,' Private',306383,' Some-college',10,' Divorced',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
40,' Local-gov',197012,' Bachelors',13,' Divorced',' Tech-support',' Not-in-family',' White',' Female',8614,0,40,' England',' >50K'
23,' State-gov',241951,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
19,' Private',168693,' HS-grad',9,' Never-married',' Sales',' Own-child',' White',' Female',0,0,25,' United-States',' <=50K'
25,' Private',111675,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,43,' United-States',' <=50K'
39,' Private',188069,' 9th',5,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,25,' United-States',' <=50K'
36,' Private',116358,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' Taiwan',' >50K'
56,' Private',182460,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
47,' Local-gov',165822,' Some-college',10,' Divorced',' Transport-moving',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',130793,' Some-college',10,' Divorced',' Other-service',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
60,' Self-emp-not-inc',137733,' Bachelors',13,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
38,' Private',342448,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
38,' Private',173208,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,25,' United-States',' <=50K'
68,' ?',407338,' Some-college',10,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,20,' United-States',' <=50K'
51,' Local-gov',146325,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1887,40,' United-States',' >50K'
54,' Local-gov',135840,' 10th',6,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
65,' ?',111916,' HS-grad',9,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Private',81528,' HS-grad',9,' Never-married',' Handlers-cleaners',' Other-relative',' White',' Male',0,0,60,' United-States',' <=50K'
25,' Private',159732,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',133278,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
34,' Self-emp-not-inc',226296,' HS-grad',9,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,51,' United-States',' <=50K'
20,' Private',113511,' 11th',7,' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',156464,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,45,' United-States',' >50K'
31,' Private',182177,' Bachelors',13,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,0,40,' Yugoslavia',' <=50K'
48,' Private',80651,' HS-grad',9,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Female',0,0,55,' United-States',' <=50K'
29,' Private',232666,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',164488,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
53,' Private',346253,' HS-grad',9,' Divorced',' Sales',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
30,' Private',191571,' HS-grad',9,' Separated',' Other-service',' Own-child',' White',' Female',0,0,36,' United-States',' <=50K'
55,' State-gov',200497,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
31,' Private',204829,' HS-grad',9,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Private',185647,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
31,' Private',70568,' 1st-4th',2,' Never-married',' Other-service',' Other-relative',' White',' Female',0,0,25,' El-Salvador',' <=50K'
50,' Private',204447,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',15024,0,65,' United-States',' >50K'
60,' Self-emp-not-inc',218085,' HS-grad',9,' Married-civ-spouse',' Other-service',' Wife',' Black',' Female',0,0,50,' United-States',' <=50K'
39,' Self-emp-not-inc',152587,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
57,' Self-emp-not-inc',225334,' Prof-school',15,' Married-civ-spouse',' Sales',' Wife',' White',' Female',15024,0,35,' United-States',' >50K'
18,' Private',116528,' Some-college',10,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
60,' Self-emp-not-inc',168223,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Female',0,0,30,' United-States',' <=50K'
26,' Private',101812,' HS-grad',9,' Never-married',' Machine-op-inspct',' Unmarried',' White',' Male',5721,0,40,' United-States',' <=50K'
48,' Local-gov',142719,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
30,' Private',72630,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
39,' Private',305597,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
26,' Private',146343,' Some-college',10,' Married-civ-spouse',' Sales',' Wife',' Black',' Female',0,0,40,' United-States',' <=50K'
19,' Local-gov',169853,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
24,' Private',604537,' HS-grad',9,' Never-married',' Transport-moving',' Unmarried',' White',' Male',0,0,40,' Mexico',' <=50K'
39,' Private',114678,' HS-grad',9,' Divorced',' Other-service',' Unmarried',' Black',' Female',5455,0,40,' United-States',' <=50K'
28,' Private',263015,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
41,' Private',287306,' HS-grad',9,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1902,40,' United-States',' >50K'
37,' Self-emp-not-inc',48063,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
23,' Private',292023,' HS-grad',9,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,45,' United-States',' <=50K'
30,' Federal-gov',68330,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' >50K'
43,' Local-gov',144778,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' ?',' <=50K'
24,' Private',454941,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',258490,' Some-college',10,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
54,' Self-emp-inc',96460,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',7688,0,60,' United-States',' >50K'
27,' Private',116358,' Some-college',10,' Never-married',' Craft-repair',' Own-child',' Asian-Pac-Islander',' Male',0,1980,40,' Philippines',' <=50K'
41,' Private',217455,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
27,' Private',261375,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
45,' Private',148900,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
24,' Private',172496,' Bachelors',13,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
27,' Local-gov',298510,' HS-grad',9,' Divorced',' Protective-serv',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
41,' Private',304906,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
38,' Federal-gov',338320,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1977,50,' United-States',' >50K'
19,' ?',57329,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,30,' Japan',' <=50K'
46,' State-gov',295791,' Assoc-voc',11,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,38,' United-States',' <=50K'
26,' Self-emp-inc',246025,' HS-grad',9,' Separated',' Sales',' Unmarried',' White',' Female',0,0,20,' Honduras',' <=50K'
30,' Private',189620,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,40,' Poland',' <=50K'
38,' Private',229180,' Bachelors',13,' Never-married',' Exec-managerial',' Unmarried',' White',' Female',0,0,40,' Cuba',' <=50K'
32,' Self-emp-not-inc',174789,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
35,' Private',150217,' Bachelors',13,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,24,' Poland',' <=50K'
46,' Private',173243,' Some-college',10,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',5178,0,40,' United-States',' >50K'
39,' Private',379350,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Private',123283,' HS-grad',9,' Separated',' Machine-op-inspct',' Unmarried',' Black',' Female',0,0,15,' United-States',' <=50K'
26,' Private',256737,' 11th',7,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Local-gov',117760,' Assoc-voc',11,' Never-married',' Protective-serv',' Not-in-family',' White',' Male',4650,0,40,' United-States',' <=50K'
21,' Private',51985,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Self-emp-not-inc',226696,' Assoc-voc',11,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
37,' Federal-gov',408229,' HS-grad',9,' Divorced',' Tech-support',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
60,' Private',146674,' 10th',6,' Married-civ-spouse',' Handlers-cleaners',' Husband',' Black',' Male',0,0,40,' United-States',' <=50K'
31,' Private',209448,' 10th',6,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',2105,0,40,' Mexico',' <=50K'
46,' Private',173243,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Private',160362,' Some-college',10,' Divorced',' Other-service',' Other-relative',' White',' Male',0,0,40,' Nicaragua',' <=50K'
48,' Private',126754,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',15024,0,40,' United-States',' >50K'
64,' ?',257790,' HS-grad',9,' Divorced',' ?',' Unmarried',' White',' Female',0,0,38,' United-States',' <=50K'
33,' Private',67072,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
48,' Local-gov',148121,' Bachelors',13,' Married-spouse-absent',' Adm-clerical',' Unmarried',' Asian-Pac-Islander',' Female',0,0,40,' Philippines',' <=50K'
45,' Private',264526,' Assoc-acdm',12,' Divorced',' Machine-op-inspct',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Private',84451,' Assoc-voc',11,' Divorced',' Other-service',' Not-in-family',' White',' Male',0,0,32,' United-States',' <=50K'
45,' Self-emp-not-inc',192203,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,1485,40,' United-States',' >50K'
46,' Private',94809,' Some-college',10,' Divorced',' Priv-house-serv',' Unmarried',' White',' Female',0,0,30,' United-States',' <=50K'
35,' Private',282979,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',5178,0,50,' United-States',' >50K'
41,' Local-gov',193524,' Assoc-acdm',12,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
27,' Private',110931,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Federal-gov',112115,' Some-college',10,' Never-married',' Craft-repair',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
53,' Federal-gov',105788,' Bachelors',13,' Divorced',' Exec-managerial',' Unmarried',' Black',' Female',0,0,50,' United-States',' >50K'
23,' Private',277328,' Some-college',10,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,32,' Cuba',' <=50K'
30,' Private',402539,' HS-grad',9,' Never-married',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
19,' Private',144161,' HS-grad',9,' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,30,' United-States',' <=50K'
52,' Private',241444,' 1st-4th',2,' Married-civ-spouse',' Craft-repair',' Husband',' Other',' Male',0,0,50,' Puerto-Rico',' <=50K'
28,' ?',291374,' HS-grad',9,' Separated',' ?',' Unmarried',' Black',' Female',0,0,30,' United-States',' <=50K'
54,' Private',175912,' HS-grad',9,' Widowed',' Machine-op-inspct',' Unmarried',' White',' Male',914,0,40,' United-States',' <=50K'
63,' Private',113756,' HS-grad',9,' Never-married',' Exec-managerial',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
40,' Private',175686,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
59,' Private',95165,' Doctorate',16,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
62,' Private',41718,' 10th',6,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,35,' United-States',' <=50K'
28,' Private',138269,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
56,' Private',198388,' HS-grad',9,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
46,' Private',146919,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' >50K'
26,' Private',257910,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
32,' Local-gov',203849,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
35,' Private',230054,' 7th-8th',4,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
30,' Self-emp-not-inc',229741,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Local-gov',161942,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',1055,0,40,' United-States',' <=50K'
36,' Private',130620,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Wife',' Asian-Pac-Islander',' Female',0,0,35,' Philippines',' >50K'
22,' Private',110371,' HS-grad',9,' Married-civ-spouse',' Other-service',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
23,' Private',399022,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,35,' United-States',' <=50K'
40,' Private',84136,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,25,' United-States',' <=50K'
24,' Private',241857,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' Black',' Female',0,0,35,' United-States',' <=50K'
32,' Private',200323,' Prof-school',15,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
43,' ?',109912,' Bachelors',13,' Married-civ-spouse',' ?',' Wife',' White',' Female',0,0,7,' United-States',' >50K'
20,' Private',94057,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
42,' Self-emp-inc',144236,' Some-college',10,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
66,' ?',260111,' Some-college',10,' Married-civ-spouse',' ?',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
42,' Federal-gov',170230,' Masters',14,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',14084,0,60,' United-States',' >50K'
30,' Private',173647,' Some-college',10,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Private',153205,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',0,0,45,' ?',' <=50K'
51,' Local-gov',33863,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
42,' Local-gov',121998,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',15024,0,40,' United-States',' >50K'
40,' Self-emp-inc',182437,' Assoc-acdm',12,' Married-civ-spouse',' Sales',' Husband',' White',' Male',15024,0,50,' United-States',' >50K'
39,' Private',192702,' Masters',14,' Never-married',' Craft-repair',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
43,' Private',149670,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',4064,0,15,' United-States',' <=50K'
57,' Local-gov',118481,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1902,40,' United-States',' >50K'
19,' Private',121972,' HS-grad',9,' Never-married',' Other-service',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
69,' Local-gov',32287,' 10th',6,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,25,' United-States',' <=50K'
31,' Private',217962,' Some-college',10,' Never-married',' Protective-serv',' Other-relative',' Black',' Male',0,0,40,' ?',' <=50K'
58,' Local-gov',54947,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,55,' United-States',' <=50K'
19,' ?',119234,' Some-college',10,' Never-married',' ?',' Other-relative',' White',' Female',0,0,15,' United-States',' <=50K'
38,' Private',179668,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
51,' Self-emp-inc',208302,' Assoc-acdm',12,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,38,' United-States',' >50K'
23,' Private',256211,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,24,' Vietnam',' <=50K'
