@relation 'adult.data-weka.filters.unsupervised.attribute.Remove-V-R11-12,6,8,10,15_clustered'

@attribute Instance_number numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute sex {' Male',' Female'}
@attribute class {' <=50K',' >50K'}
@attribute Cluster {cluster0,cluster1,cluster2}

@data
24680,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
24681,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24682,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24683,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24684,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
24685,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24686,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24687,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24688,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24689,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
24690,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24691,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24692,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
24693,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24694,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
24695,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24696,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24697,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24698,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24699,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
24700,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24701,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24702,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24703,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
24704,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24705,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24706,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24707,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24708,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24709,3103,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24710,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
24711,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24712,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24713,20051,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24714,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24715,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24716,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24717,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24718,2597,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster1
24719,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24720,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24721,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24722,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24723,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24724,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24725,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24726,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24727,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24728,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
24729,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24730,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
24731,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24732,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24733,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24734,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24735,0,2163,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
24736,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24737,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24738,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24739,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24740,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24741,3103,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24742,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24743,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24744,0,1887,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24745,0,0,' Separated',' Not-in-family',' Male',' <=50K',cluster0
24746,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24747,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24748,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
24749,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24750,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
24751,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
24752,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24753,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
24754,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24755,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24756,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24757,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
24758,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24759,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24760,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
24761,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
24762,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24763,991,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster1
24764,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24765,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
24766,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
24767,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
24768,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24769,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24770,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24771,3325,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24772,0,1617,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24773,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24774,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24775,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24776,3887,0,' Divorced',' Unmarried',' Male',' <=50K',cluster1
24777,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
24778,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24779,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24780,14344,0,' Divorced',' Unmarried',' Male',' >50K',cluster1
24781,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24782,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24783,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24784,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24785,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
24786,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
24787,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24788,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24789,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24790,0,2415,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24791,0,1648,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
24792,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24793,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
24794,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24795,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
24796,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
24797,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24798,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24799,0,1628,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
24800,4386,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24801,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24802,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24803,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24804,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24805,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24806,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24807,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
24808,0,0,' Married-civ-spouse',' Other-relative',' Male',' <=50K',cluster0
24809,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
24810,0,1902,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24811,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24812,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24813,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24814,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24815,0,0,' Married-civ-spouse',' Other-relative',' Female',' >50K',cluster0
24816,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24817,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24818,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
24819,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24820,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24821,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24822,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
24823,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24824,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24825,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
24826,0,0,' Divorced',' Not-in-family',' Female',' >50K',cluster0
24827,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24828,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24829,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24830,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24831,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24832,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24833,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24834,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24835,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24836,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24837,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24838,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
24839,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24840,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24841,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24842,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
24843,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24844,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24845,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24846,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24847,0,2246,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24848,0,1876,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
24849,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24850,99999,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24851,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24852,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
24853,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24854,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24855,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24856,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
24857,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24858,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24859,0,1902,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24860,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
24861,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24862,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24863,0,0,' Married-spouse-absent',' Not-in-family',' Male',' <=50K',cluster0
24864,0,2258,' Widowed',' Unmarried',' Female',' >50K',cluster0
24865,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24866,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24867,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
24868,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
24869,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24870,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24871,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24872,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24873,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24874,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24875,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
24876,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
24877,0,0,' Married-spouse-absent',' Own-child',' Female',' <=50K',cluster0
24878,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24879,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24880,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
24881,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24882,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24883,0,2051,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
24884,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
24885,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24886,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
24887,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24888,0,0,' Divorced',' Unmarried',' Female',' >50K',cluster0
24889,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24890,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
24891,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24892,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24893,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24894,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24895,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24896,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
24897,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24898,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24899,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
24900,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24901,0,1602,' Never-married',' Own-child',' Male',' <=50K',cluster0
24902,0,1902,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24903,0,0,' Widowed',' Not-in-family',' Male',' <=50K',cluster0
24904,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24905,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24906,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24907,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
24908,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24909,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
24910,0,0,' Married-spouse-absent',' Unmarried',' Female',' <=50K',cluster0
24911,0,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster0
24912,0,0,' Separated',' Unmarried',' Male',' <=50K',cluster0
24913,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24914,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24915,0,1485,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster2
24916,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24917,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
24918,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
24919,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
24920,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24921,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24922,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24923,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24924,991,0,' Widowed',' Not-in-family',' Female',' <=50K',cluster1
24925,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24926,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24927,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24928,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24929,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24930,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24931,7298,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24932,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24933,6418,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24934,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24935,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24936,0,1902,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24937,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24938,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24939,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
24940,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24941,1471,0,' Married-spouse-absent',' Unmarried',' Female',' <=50K',cluster1
24942,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24943,7688,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24944,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24945,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24946,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24947,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
24948,0,0,' Separated',' Not-in-family',' Female',' <=50K',cluster0
24949,0,0,' Never-married',' Unmarried',' Female',' <=50K',cluster0
24950,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24951,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
24952,0,0,' Separated',' Own-child',' Male',' <=50K',cluster0
24953,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24954,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24955,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24956,3908,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24957,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24958,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24959,0,0,' Married-civ-spouse',' Wife',' Female',' >50K',cluster0
24960,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24961,0,0,' Divorced',' Unmarried',' Male',' >50K',cluster0
24962,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
24963,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24964,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
24965,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24966,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
24967,2597,0,' Separated',' Own-child',' Male',' <=50K',cluster1
24968,0,1902,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24969,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24970,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24971,2354,0,' Divorced',' Unmarried',' Male',' <=50K',cluster1
24972,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24973,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24974,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
24975,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24976,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24977,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24978,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
24979,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
24980,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24981,0,0,' Married-civ-spouse',' Other-relative',' Male',' <=50K',cluster0
24982,1055,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
24983,99999,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24984,0,1579,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
24985,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24986,0,0,' Never-married',' Not-in-family',' Female',' <=50K',cluster0
24987,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
24988,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24989,0,1848,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
24990,0,0,' Divorced',' Not-in-family',' Male',' <=50K',cluster0
24991,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
24992,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24993,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
24994,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24995,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
24996,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
24997,0,0,' Divorced',' Own-child',' Female',' <=50K',cluster0
24998,0,0,' Never-married',' Unmarried',' Male',' <=50K',cluster0
24999,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
25000,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25001,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25002,0,0,' Married-spouse-absent',' Not-in-family',' Male',' <=50K',cluster0
25003,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25004,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25005,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25006,5178,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25007,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25008,0,0,' Divorced',' Unmarried',' Male',' <=50K',cluster0
25009,2907,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25010,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
25011,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25012,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25013,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25014,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
25015,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25016,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25017,0,0,' Divorced',' Not-in-family',' Female',' <=50K',cluster0
25018,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25019,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25020,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
25021,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25022,0,0,' Never-married',' Not-in-family',' Male',' >50K',cluster1
25023,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25024,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25025,3137,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25026,5013,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25027,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25028,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25029,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25030,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25031,0,0,' Never-married',' Other-relative',' Female',' <=50K',cluster0
25032,0,0,' Never-married',' Other-relative',' Male',' <=50K',cluster1
25033,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25034,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25035,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25036,0,0,' Widowed',' Unmarried',' Female',' <=50K',cluster0
25037,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25038,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25039,0,1977,' Married-civ-spouse',' Husband',' Male',' >50K',cluster2
25040,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
25041,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25042,0,1340,' Never-married',' Not-in-family',' Male',' <=50K',cluster0
25043,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25044,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25045,0,0,' Separated',' Unmarried',' Female',' <=50K',cluster0
25046,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25047,0,0,' Divorced',' Unmarried',' Female',' <=50K',cluster0
25048,0,0,' Married-civ-spouse',' Wife',' Female',' <=50K',cluster0
25049,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25050,0,0,' Never-married',' Own-child',' Male',' <=50K',cluster1
25051,0,0,' Never-married',' Not-in-family',' Male',' <=50K',cluster1
25052,0,0,' Married-spouse-absent',' Not-in-family',' Male',' <=50K',cluster0
25053,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25054,0,0,' Married-civ-spouse',' Husband',' Male',' <=50K',cluster1
25055,0,0,' Married-civ-spouse',' Husband',' Male',' >50K',cluster1
25056,0,0,' Never-married',' Own-child',' Female',' <=50K',cluster0
