@relation 'adult.data-weka.filters.unsupervised.attribute.Remove-R2-4,7,9,14-weka.filters.supervised.attribute.NominalToBinary'

@attribute age numeric
@attribute education-num numeric
@attribute 'marital-status= Never-married' numeric
@attribute 'marital-status= Married-civ-spouse' numeric
@attribute 'marital-status= Divorced' numeric
@attribute 'marital-status= Married-spouse-absent' numeric
@attribute 'marital-status= Separated' numeric
@attribute 'marital-status= Married-AF-spouse' numeric
@attribute 'marital-status= Widowed' numeric
@attribute 'relationship= Not-in-family' numeric
@attribute 'relationship= Husband' numeric
@attribute 'relationship= Wife' numeric
@attribute 'relationship= Own-child' numeric
@attribute 'relationship= Unmarried' numeric
@attribute 'relationship= Other-relative' numeric
@attribute sex numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute class {' <=50K',' >50K'}

@data
47,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,55,' <=50K'
22,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,50,' <=50K'
30,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' >50K'
28,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
63,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,' <=50K'
51,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,' <=50K'
22,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
27,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
35,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
46,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,38,' <=50K'
37,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,52,' <=50K'
24,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,' <=50K'
37,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,' <=50K'
53,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
27,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,' <=50K'
38,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,44,' <=50K'
53,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' <=50K'
34,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
23,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
39,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15024,0,45,' >50K'
43,14,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50,' <=50K'
67,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
81,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,' <=50K'
21,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,' <=50K'
23,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,' <=50K'
25,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
42,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38,' <=50K'
38,10,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
64,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,' <=50K'
32,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
37,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
51,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' >50K'
22,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,42,' <=50K'
33,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
42,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,55,' <=50K'
19,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10,' <=50K'
51,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
23,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
37,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3103,0,44,' >50K'
37,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,' >50K'
47,14,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,25,' <=50K'
41,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2415,40,' >50K'
33,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,' <=50K'
31,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' >50K'
31,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
35,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
38,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
18,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,45,' <=50K'
20,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
54,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,35,' <=50K'
40,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
36,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1977,45,' >50K'
43,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,35,' <=50K'
44,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
44,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' >50K'
43,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,' >50K'
51,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,40,' <=50K'
18,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,' <=50K'
51,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
41,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,' <=50K'
44,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,' >50K'
33,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
33,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
42,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
25,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
32,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,38,' <=50K'
32,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,' <=50K'
36,6,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
28,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
20,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,' <=50K'
35,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' >50K'
55,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,' <=50K'
48,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
36,11,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,20,' <=50K'
34,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,' >50K'
28,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,35,' <=50K'
67,13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2392,40,' >50K'
37,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
44,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,' <=50K'
25,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
21,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4101,0,40,' <=50K'
40,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,' >50K'
78,9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2964,0,40,' <=50K'
34,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
49,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,44,' <=50K'
22,12,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
23,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
60,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,' <=50K'
45,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,40,' >50K'
63,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,20,' <=50K'
41,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,35,' <=50K'
47,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
44,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
51,10,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3325,0,40,' <=50K'
46,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1504,40,' <=50K'
41,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
50,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,' <=50K'
47,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
35,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
56,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,' >50K'
45,14,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
48,13,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,58,' >50K'
40,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2580,0,40,' <=50K'
39,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15024,0,50,' >50K'
20,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
50,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1902,65,' >50K'
38,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' >50K'
23,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,60,' <=50K'
31,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,' <=50K'
58,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
66,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
39,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
54,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15024,0,52,' >50K'
26,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
51,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
34,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
50,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3103,0,40,' >50K'
42,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44,' >50K'
38,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,' <=50K'
48,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
33,11,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' >50K'
51,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,32,' <=50K'
22,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
19,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,' <=50K'
41,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,' <=50K'
48,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,' >50K'
42,9,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30,' <=50K'
34,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
23,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
56,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
30,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
45,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,' >50K'
48,6,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
48,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,50,' <=50K'
31,11,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
20,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1719,20,' <=50K'
27,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
32,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
76,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,' <=50K'
19,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2001,40,' <=50K'
66,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1409,0,1,' <=50K'
37,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75,' <=50K'
34,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,30,' <=50K'
34,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,' <=50K'
90,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
23,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
43,10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
44,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7688,0,60,' >50K'
24,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,37,' <=50K'
28,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,55,' <=50K'
64,12,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,' <=50K'
23,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
20,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50,' <=50K'
36,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1902,50,' >50K'
61,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
53,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
30,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7298,0,40,' >50K'
52,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,' >50K'
38,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
32,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
30,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,' <=50K'
41,11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
49,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1902,40,' >50K'
45,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,' >50K'
43,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,' <=50K'
61,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3471,0,40,' <=50K'
54,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,' <=50K'
34,12,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
49,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,' >50K'
38,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
35,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1977,80,' >50K'
36,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
30,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
36,12,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,60,' <=50K'
22,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,' <=50K'
38,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1902,40,' >50K'
37,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
48,16,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1902,46,' >50K'
17,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,' <=50K'
19,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,' <=50K'
27,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1590,40,' <=50K'
22,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,' <=50K'
49,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
43,11,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' >50K'
43,13,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
19,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,35,' <=50K'
58,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' <=50K'
41,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
31,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
30,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
32,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
29,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,' <=50K'
42,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7298,0,52,' >50K'
38,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28,' <=50K'
41,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
44,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,' >50K'
31,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,60,' <=50K'
34,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
21,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,' <=50K'
22,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,' <=50K'
62,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
19,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
29,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1977,25,' >50K'
43,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
68,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,' <=50K'
45,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' >50K'
39,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1651,40,' <=50K'
41,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
34,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25,' >50K'
34,9,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,33,' <=50K'
31,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47,' <=50K'
29,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,' <=50K'
41,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3103,0,40,' >50K'
41,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,' <=50K'
35,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' >50K'
33,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,45,' >50K'
37,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,' <=50K'
69,9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' <=50K'
34,9,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
60,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2415,70,' >50K'
36,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
41,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
58,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,' >50K'
53,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
29,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
45,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4865,0,40,' <=50K'
34,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,' <=50K'
36,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
48,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,35,' <=50K'
20,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
35,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
63,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,40,' <=50K'
41,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,45,' <=50K'
28,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' <=50K'
30,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
34,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
31,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
37,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,38,' <=50K'
42,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
31,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' >50K'
46,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' >50K'
35,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' >50K'
27,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,' <=50K'
41,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,' <=50K'
19,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20,' <=50K'
20,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
59,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,40,' <=50K'
40,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,' <=50K'
56,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' <=50K'
33,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15024,0,44,' >50K'
30,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,60,' <=50K'
46,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,' <=50K'
61,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,' >50K'
50,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7298,0,40,' >50K'
25,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,' <=50K'
40,10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,39,' <=50K'
24,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
51,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,' <=50K'
43,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
34,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54,' <=50K'
46,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,' >50K'
28,14,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50,' >50K'
26,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,' <=50K'
20,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,' <=50K'
44,11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3411,0,40,' <=50K'
51,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,40,' <=50K'
33,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' >50K'
54,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
50,13,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1977,40,' >50K'
33,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
65,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10605,0,20,' >50K'
22,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8,' <=50K'
88,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
40,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
51,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,43,' <=50K'
50,7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
25,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,' >50K'
20,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,' <=50K'
47,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
58,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
22,11,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,30,' <=50K'
50,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,' >50K'
47,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40,' <=50K'
24,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,' <=50K'
50,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
40,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,45,' >50K'
36,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
32,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
44,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
51,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
59,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,40,' <=50K'
65,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,' <=50K'
24,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,65,' <=50K'
27,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,' <=50K'
51,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,' <=50K'
48,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' >50K'
39,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' <=50K'
28,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,' <=50K'
19,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,25,' <=50K'
49,13,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,40,' <=50K'
51,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,' <=50K'
59,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55,' <=50K'
